PID,score,SMILES,Ester_Groups,Benzene_Rings,Ether_Groups,Alkyl_Carbons,Hydroxyl_Groups,Mol_Weight
P462501,0.5509384562043036,*CC(CC)N(*)C(=O)CCCC,0,0,0,8,0,155.24099999999999
P100014,0.5508446382182641,*CCCCCCCC(=O)N*,0,0,0,7,0,141.214
P070533,0.5505836869398648,*CCOCCOCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,1,2,3,6,0,356.3740000000001
P110124,0.5495107125329205,*C/C=C/COC(=O)NCCCCCCNC(=O)O*,0,0,1,8,0,256.30199999999996
P110123,0.5495107125329205,*C/C=C/COC(=O)NCCCCCCNC(=O)O*,0,0,1,8,0,256.30199999999996
P470049,0.5495037081128387,*C[Si](*)(C)c1ccccc1,0,1,0,2,0,134.25399999999996
P090015,0.5491778360685973,*CCCCCCCCCCOC(=O)CCCCCCC(=O)O*,1,0,1,16,0,312.45000000000005
P373539,0.5489031337363759,*CCCCCCOc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,0,2,1,9,0,310.437
P070584,0.5485678866757309,*Oc1ccc(NC(=O)CCCCCC(=O)Nc2ccc(*)cc2)cc1,0,2,0,5,0,324.38
P034596,0.548508796758725,*C(F)(F)C(*)(F)OC(F)C(F)F,0,0,1,4,0,180.04699999999997
P370286,0.5479029883534486,*C1Oc2ccccc2C1*,0,1,1,2,0,118.13499999999996
P134413,0.5477593946268023,*C1C(=O)N(c2c(CC)cccc2CC)C(=O)C1*,0,1,0,6,0,229.27899999999997
P040060,0.5476460081981784,*CC(*)(C)C(=O)OCCCCCCCCCCCC,1,0,1,15,0,254.41399999999987
P100119,0.547570944452866,*Nc1cccc2c(NC(=O)c3ccc(C(*)=O)cc3)cccc12,0,3,0,0,0,288.30600000000004
P160006,0.5474575095699745,*CCN(*)C(=O)CCCC,0,0,0,6,0,127.18699999999998
P380027,0.5472380701855046,*c1ccc(*)s1,0,0,0,0,0,82.12700000000001
P014362,0.5469073715605219,*/C=C/*,0,0,0,0,0,26.037999999999997
P080024,0.5466381280928678,*CCCCCCSS*,0,0,0,6,0,148.29600000000002
P382394,0.5459269498276589,*c1cc(CCOC(=O)C(C)Br)c(*)s1,1,0,1,4,0,261.14
P370520,0.5452361727018677,*CCCCCCOc1ccc(CCc2ccc(O*)cc2C)cc1,0,2,1,9,0,310.437
P160003,0.5449342196656423,*CCN(*)C(=O)CC,0,0,0,4,0,99.13299999999998
P400349,0.5443827293085062,*CCNC(=O)c1ccc(C(=O)N*)c(Sc2ccccc2)c1,0,2,0,2,0,298.367
P174482,0.5442910193616196,*C[Si](*)(CCCC)CCCC,0,0,0,9,0,156.345
P134431,0.5435563637468946,*C1C(=O)N(c2ccccc2C(=O)OCCCC)C(=O)C1*,1,1,1,6,0,273.2879999999999
P452014,0.5432582695418235,*Sc1ccc(Cc2ccc(SC(*)=O)cc2)cc1,0,2,0,1,0,258.367
P030187,0.542306823590001,*C1Cc2ccccc2C1*,0,1,0,3,0,116.16299999999997
P110064,0.5409860053974215,*CCOC(=O)Nc1cc(NC(=O)O*)ccc1C,0,1,1,3,0,236.22699999999998
P020192,0.540521811054192,*CC(*)c1ccc(C)nc1,0,0,0,3,0,119.16699999999999
P020062,0.5404225434362859,*CC(*)c1ccc(Br)cc1,0,1,0,2,0,183.048
P090076,0.5397382166487285,*CCOC(=O)c1ccc(C(=O)O*)c2ccccc12,1,2,1,2,0,242.22999999999996
P090075,0.539738193208013,*CCOC(=O)c1cccc2c(C(=O)O*)cccc12,1,2,1,2,0,242.22999999999996
P030166,0.5397225227913481,*CC(*)OC(=O)CCl,1,0,1,3,0,120.535
P342030,0.5393275400453992,*CC(*)C(=O)OCCCn1c2ccccc2c2ccccc21,1,2,1,5,0,279.33900000000006
P170020,0.5391088193435134,*O[Si](*)(CCC)CCC,0,0,0,6,0,130.263
P400300,0.5380628769666833,*CCCCCCNC(=O)CC(=O)N*,0,0,0,7,0,184.239
P090610,0.5379253131836403,*OC(C)COC(=O)c1ccc(C(*)=O)cc1,1,1,1,3,0,206.19699999999997
P040149,0.5371180201012694,*CC(*)C(=O)OC1CCCCC1,1,0,1,8,0,154.20899999999997
P100008,0.5370030612205638,*CCCCCCNC(=O)CCCCCCCC(=O)N*,0,0,0,13,0,268.4009999999999
P100021,0.5370030298564972,*CCCCCCCCCNC(=O)CCCCC(=O)N*,0,0,0,13,0,268.4009999999999
P342364,0.5363699898974316,*CC(*)C(=O)Nc1cccc(Cl)c1,0,1,0,2,0,181.62199999999999
P380067,0.5361734295994568,*c1cc(CCCCCCCC)c(*)s1,0,0,0,8,0,194.343
P174327,0.5358626152074579,*C[Si](*)(C)CCCCCC,0,0,0,8,0,142.318
P134462,0.5357607019293582,*CC1(*)CC(=O)N(c2ccccc2)C1=O,0,1,0,3,0,187.19799999999998
P460230,0.5355380186542875,*N=P(*)(CC)c1ccccc1,0,1,0,2,0,151.149
P370016,0.5352623307358358,*OC(=O)OC1CC2CC(*)CC(C1)O2,0,0,2,8,0,184.19099999999997
P100532,0.5345419043952361,*CCCCCCNC(=O)C(=O)N*,0,0,0,6,0,170.21200000000002
P054499,0.5328843635067666,*CCC(Cl)C(*)Cl,0,0,0,4,0,124.998
P372808,0.5328132002187449,*CC(OO*)c1ccc(C)cc1,0,1,0,3,0,150.177
P340069,0.5326733477610046,*CC(*)(CC(=O)Oc1ccc(OC)cc1)C(=O)Oc1ccc(OC)cc1,2,2,4,5,0,342.34700000000004
P090089,0.5325621887943983,*CCCCCC(=O)O*,0,0,0,5,0,114.14399999999999
P070013,0.5324158401976713,*CCO*,0,0,0,2,0,44.053
P322057,0.5322898442915739,*CC(*)c1ccc([SiH](C)C)cc1,0,1,0,4,0,162.308
P460180,0.5321007942178269,*N(C)[Si](*)(C)C,0,0,0,3,0,87.198
P020033,0.5318704082893754,*CC(*)c1ccccc1F,0,1,0,2,0,122.14199999999998
P510054,0.531826005887976,*c1ccc(*)c(C(=O)c2ccccc2)c1,0,2,0,0,0,180.206
P030062,0.5311680775172244,*C1CC(*)(C#N)C1,0,0,0,4,0,79.102
P472004,0.5311505679501283,*O[Si](*)(C)c1ccc(C)cc1,0,1,0,2,0,150.253
P070591,0.5311086310170459,*Oc1ccc(C(=O)c2cccc(C(=O)c3ccc(*)c(CC)c3)c2)cc1CC,0,3,0,4,0,356.42100000000016
P020099,0.5308225014279857,*CC(*)c1ccc(C(=O)CCC)cc1,0,1,0,5,0,174.243
P134430,0.5306966683403612,*C1C(=O)N(c2ccccc2C(=O)OCC)C(=O)C1*,1,1,1,4,0,245.23399999999992
P472036,0.5306802716743241,*O[Si](*)(C)CCCC,0,0,0,5,0,116.236
P322026,0.5304677003840366,*CC(*)c1ccc(OC(C)=O)c(OC)c1,1,1,2,4,0,192.21399999999997
P140015,0.5295136602441551,*OC(=O)Cc1ccc(CC(*)=O)cc1,0,1,0,2,0,176.171
P020032,0.529453542278638,*CC(*)c1ccccc1Cl,0,1,0,2,0,138.59699999999998
P450043,0.529211070191841,*CCOC(=O)O*,0,0,1,2,0,88.06199999999998
P140011,0.5290767753186191,*OC(=O)c1ccc(C(C)(C)c2ccc(C(*)=O)cc2)cc1,0,2,0,3,0,266.296
P210042,0.5285772002081417,*c1ccc(C(F)(F)C(*)(F)F)cc1,0,1,0,2,0,176.112
P100019,0.5285177116319495,*CCCCCCCCC(=O)N*,0,0,0,8,0,155.241
P020151,0.5284046971625533,*CC(*)(C)c1ccccc1,0,1,0,3,0,118.17899999999995
P442009,0.5283226545044808,*CC(OC(C)C)C1C(=O)OC(=O)C1*,2,0,2,7,0,184.19099999999997
P332380,0.5278176097624157,*CC(*)c1nnn[nH]1,0,0,0,2,0,96.093
P210027,0.5277432589941942,*/C=C/c1ccc(*)cc1,0,1,0,0,0,102.13599999999997
P050003,0.5276624206212743,*CC(*)(F)F,0,0,0,2,0,64.034
P040021,0.5270137730799483,*CC(*)C(=O)OCC(F)(F)F,1,0,1,4,0,154.087
P400264,0.5267651215329819,*Nc1ccccc1-c1ccc(NC(=O)c2cccc(C(*)=O)c2)cc1,0,3,0,0,0,314.34400000000005
P070588,0.5262409198710419,*Oc1ccc(NC(=O)CCCCCCC(=O)Nc2ccc(*)cc2)cc1,0,2,0,6,0,338.407
P080004,0.5261512926528545,*CCS*,0,0,0,2,0,60.120999999999995
P134320,0.5258064568167629,*C(=O)c1ccc(C(=O)N(*)c2ccccc2)c(Sc2ccccc2)c1,0,3,0,0,0,331.396
P040279,0.5253907343776805,*CC(*)(C)C(=O)Oc1ccc(C#N)cc1,1,1,1,3,0,187.19799999999998
P100102,0.525150395515074,*Cc1cccc(CNC(=O)c2ccccc2-c2ccccc2C(=O)N*)c1,0,3,0,2,0,342.3980000000001
P160009,0.5251306030229059,*CCN(*)C(=O)CCCCC,0,0,0,7,0,141.214
P070030,0.525024515641061,*CC(CCCCCC)O*,0,0,0,8,0,128.215
P400244,0.5248893508843159,*Nc1cccc(CCc2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)c1,0,3,0,2,0,342.3980000000001
P470130,0.5248365238332008,*[Si](*)(C)c1ccccc1,0,1,0,1,0,120.22699999999995
P330048,0.523020620806594,*/C(Cl)=C(/*)CCCCCC,0,0,0,6,0,144.64499999999998
P160032,0.5226073197794763,*CCCN(*)C(=O)CC,0,0,0,5,0,113.15999999999998
P332188,0.5224134478362191,*CC/C(=C(/*)c1ccccc1)c1ccccc1,0,2,0,2,0,206.28799999999998
P020039,0.5222993354509277,*CC(*)c1cccc(Cl)c1,0,1,0,2,0,138.597
P080002,0.5212814898780999,*SC(*)(F)F,0,0,0,1,0,82.07400000000001
P342634,0.5210264486942723,*CC(*)(C)C(=O)Oc1ccc(OCc2ccccc2)cc1,1,2,2,4,0,268.31199999999995
P470057,0.5196238435498088,*[Si](*)(CCCC)CCCC,0,0,0,8,0,142.318
P090575,0.5192198309925594,*Oc1cccc(OC(=O)c2cc(OCCCCC)cc(C(*)=O)c2)c1,1,2,2,5,0,326.348
P110065,0.5186591040469328,*CCCOC(=O)Nc1cc(NC(=O)O*)ccc1C,0,1,1,4,0,250.254
P460179,0.5179717891359368,*N(C)[Si](*)(C)C=C,0,0,0,2,0,99.20899999999999
P040116,0.5176107216654313,*CC(*)(Cl)C(=O)OC,1,0,1,3,0,120.53499999999998
P342036,0.5170006804324991,*CC(*)C(=O)OCCCCn1c2ccccc2c2ccccc21,1,2,1,6,0,293.36600000000004
P462448,0.5166476137369896,*CCN(*)C(=O)CSC,0,0,0,4,0,131.2
P160001,0.5166137551789033,*CCN*,0,0,0,2,0,43.068999999999996
P342363,0.5148684800940537,*CC(*)C(=O)Nc1ccccc1Cl,0,1,0,2,0,181.62199999999999
P100040,0.5146760908690131,*CCCCCCCCCCNC(=O)CCCCC(=O)N*,0,0,0,14,0,282.42799999999994
P100009,0.5146760843999253,*CCCCCCNC(=O)CCCCCCCCC(=O)N*,0,0,0,14,0,282.4279999999999
P150086,0.5141166960962176,*Oc1ccc(C(C)(CC(C)C)c2ccc(OC(*)=S)cc2)cc1,0,2,1,6,0,312.434
P030015,0.5134225004018114,*CC(*)n1c2ccccc2c2ccccc21,0,2,0,2,0,193.24899999999997
P020191,0.5132055277558955,*CC(*)c1cccc(C)n1,0,0,0,3,0,119.16699999999999
P342158,0.5124508735793698,*C(*)C(=O)OC1CCCCC1,1,0,1,7,0,140.182
P392512,0.5121665240847371,*CC(=O)NCC(=O)O*,0,0,0,2,0,115.088
P472102,0.5120808932838968,*CCC(c1ccccc1)[Si](*)(C)C,0,1,0,5,0,176.33499999999995
P320019,0.5108425353255394,*CC(*)c1cccc(NC(C)=O)c1,0,1,0,3,0,161.20399999999998
P040299,0.5106922120065764,*CC(*)C(=O)Oc1ccc(C(=O)O)cc1,1,1,1,2,0,192.17
P050031,0.5105574519686082,*CCCC(Cl)C(*)Cl,0,0,0,5,0,139.02499999999998
P090093,0.5102352901234519,*CCCCCCC(=O)O*,0,0,0,6,0,128.171
P070056,0.5100889361015191,*CCCO*,0,0,0,3,0,58.08
P020002,0.5100292852514039,*CC(*)c1ccccc1C,0,1,0,3,0,118.17899999999997
P030068,0.509729136685096,*CC(*)Cc1ccccc1C,0,1,0,4,0,132.20599999999996
P360012,0.5092079245030978,*/C(C)=C(/*)CCCCC,0,0,0,6,0,110.2
P373493,0.5091364013460619,*CC(COC(C)C)O*,0,0,1,6,0,116.15999999999998
P020100,0.5084956289324098,*CC(*)c1ccc(C(=O)CCCC)cc1,0,1,0,6,0,188.26999999999998
P332004,0.508371866452087,*/C=C(/*)c1ccccc1C(F)(F)F,0,1,0,1,0,170.13299999999995
P472037,0.5083534347209933,*O[Si](*)(C)CCCCC,0,0,0,6,0,130.263
P070142,0.5083520058467942,*CCOCCOC(=O)c1cccc(C(=O)O*)c1,1,1,2,4,0,236.22299999999998
P090336,0.5082248769730005,*Oc1cccc(C(*)=O)c1,0,1,0,0,0,120.10699999999999
P312030,0.5076121258261106,*CCC([2H])C(*)([2H])C,0,0,0,5,0,72.147203556
P450064,0.5068840997461163,*CCCOC(=O)O*,0,0,1,3,0,102.08899999999998
P030036,0.5067334906359825,*/C=C/C(C)C(*)C(=O)OC,1,0,1,4,0,126.15499999999997
P100022,0.5061907621847321,*CCCCCCCCCC(=O)N*,0,0,0,9,0,169.26800000000003
P342499,0.5060536311059528,*CC(*)(C)C(=O)Oc1ccc(C(=O)c2ccccc2)cc1,1,2,1,3,0,266.296
P020098,0.5059723463709914,*CC(*)c1ccc(C(=O)CC)cc1,0,1,0,4,0,160.216
P332182,0.505383894092841,*CC(*)CN,0,0,0,3,0,57.09599999999999
P020007,0.5043752157019858,*CC(*)c1ccccc1COCCC,0,1,1,6,0,176.25899999999996
P070577,0.5039140933376821,*Oc1ccc(NC(=O)CCCCCCCC(=O)Nc2ccc(*)cc2)cc1,0,2,0,7,0,352.434
P330085,0.5038795807122345,*CC(*)[Si](C)(C)Cc1ccccc1,0,1,0,5,0,176.335
P080012,0.5038243898317284,*CCCS*,0,0,0,3,0,74.148
P090570,0.5031493867319689,*Oc1cc(CCC)cc(OC(=O)c2cccc(C(*)=O)c2)c1,1,2,1,3,0,282.295
P372108,0.5031127098962985,*CCOCCOc1ccc(N/C=N/c2ccc(O*)cc2)cc1,0,2,2,4,0,298.342
P050006,0.5029951793063357,*C(*)(F)F,0,0,0,1,0,50.007000000000005
P040061,0.502992122190208,*CC(*)(C)C(=O)OCCCCCCCCCCCCCC,1,0,1,17,0,282.4679999999999
P070014,0.5029366436379001,*CC(C)O*,0,0,0,3,0,58.08
P160010,0.5028037180535796,*CCCN(*)C(=O)CCCCC,0,0,0,8,0,155.24099999999999
P160011,0.5028036836912398,*CCN(*)C(=O)CCCCCC,0,0,0,8,0,155.24099999999999
P400357,0.5027266760144924,*CCCCCCNC(=O)c1ccc(C(=O)N*)c(Oc2ccc(Br)cc2)c1,0,2,1,6,0,417.30300000000005
P050017,0.5023310193095714,*CC(*)C(F)(F)F,0,0,0,3,0,96.051
P020190,0.5019497659275347,*CC(*)c1ccncc1,0,0,0,2,0,105.13999999999999
P372111,0.5016800115527665,*Oc1ccc(SC(=O)Sc2ccc(*)cc2)cc1,0,2,0,0,0,260.339
P370848,0.5011327731496591,*Oc1ccc(Oc2cccc(*)n2)c(C)c1,0,1,1,1,0,199.209
P040213,0.500326879458574,*CC(*)C(=O)Oc1ccc(Cl)cc1Cl,1,1,1,2,0,217.051
P400350,0.4997287806393293,*CCCCNC(=O)c1ccc(C(=O)N*)c(Sc2ccccc2)c1,0,2,0,4,0,326.421
P174483,0.4996371963963949,*C[Si](*)(CCCCC)CCCCC,0,0,0,11,0,184.39899999999997
P070378,0.4990961945435818,*CCC(C)O*,0,0,0,4,0,72.107
P432033,0.4984298976180576,*C1C(=O)N(C(C)CC)C(=O)C1*,0,0,0,6,0,153.18099999999998
P030014,0.4975780341897753,*CC(*)c1ccccn1,0,0,0,2,0,105.13999999999999
P030014,0.4975780341897753,*CC(*)c1ccccn1,0,0,0,2,0,105.13999999999999
P470062,0.4972968820669622,*[Si](*)(CCCC)CCCCC,0,0,0,9,0,156.345
P034424,0.4971645346338939,*CC(*)n1ccnc1,0,0,0,2,0,94.11699999999999
P342299,0.4963900977717008,*CC(*)C(=O)Oc1cc(C)cc(C)c1,1,1,1,4,0,176.21499999999997
P110066,0.4963319877435998,*CCCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,0,1,1,5,0,264.281
P020013,0.4953649754457385,*CC(*)c1ccccc1COCCc1ccccc1,0,2,1,5,0,238.32999999999998
P342031,0.4946738636687591,*CC(*)C(=O)OCCCCCn1c2ccccc2c2ccccc21,1,2,1,7,0,307.39300000000003
P070309,0.4945192632222844,*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(*)nn3)cc2)cc1,0,2,1,3,0,304.34900000000005
P034597,0.4945059337250882,*CC(*)C(=O)c1ccc(Br)cc1,0,1,0,2,0,211.058
P100042,0.4943123419948196,*CCCNC(=O)CCCCC(=O)NCCCN(*)C,0,0,0,11,0,255.36199999999997
P500039,0.4942970011783739,*CC(CC(C)C)S(*)(=O)=O,0,0,0,6,0,148.22699999999998
P412164,0.49367086815214,*CC(C)CNC(=O)O*,0,0,0,4,0,115.13199999999998
P400301,0.4934090637622577,*CCCCCCCCNC(=O)CC(=O)N*,0,0,0,9,0,212.293
P170073,0.4928218407275132,*O[SiH](*)C,0,0,0,1,0,60.128
P400258,0.4927964625890042,*CCCC(C)CNC(=O)c1ccc(C(=O)N*)cc1,0,1,0,6,0,246.31000000000003
P020035,0.492685851649755,*CC(*)c1cccc(C)c1,0,1,0,3,0,118.17899999999997
P100185,0.4923491853236225,*CCCCCCCCCCC(=O)NCCCCCC(=O)N*,0,0,0,15,0,296.455
P482034,0.4923250020783447,*N=P(*)(Cl)Oc1ccc(C)cc1,0,1,0,1,0,187.566
P500041,0.4919276816852809,*c1ccc(S(*)(=O)=O)cc1,0,1,0,0,0,140.163
P080097,0.4909309364697377,*Sc1ccc(*)cc1,0,1,0,0,0,108.16499999999998
P080097,0.4909309364697377,*Sc1ccc(*)cc1,0,1,0,0,0,108.16499999999998
P100130,0.4907268319242297,*Nc1cccc(NC(=O)c2ccc(C(*)=O)cc2)c1,0,2,0,0,0,238.246
P100127,0.4907267762226812,*Nc1ccc(NC(=O)c2cccc(C(*)=O)c2)cc1,0,2,0,0,0,238.246
P382233,0.4900717648431783,*Sc1ccc(Nc2ccc(*)cc2)cc1,0,2,0,0,0,199.27800000000002
P050007,0.4897427977133518,*C(F)(F)C(*)(F)Cl,0,0,0,2,0,116.46900000000001
P342133,0.4878439680690256,*CC(*)(C)C(=O)NC(C)c1ccccc1,0,1,0,5,0,189.258
P070064,0.4877619827606548,*CCCCO*,0,0,0,4,0,72.107
P460242,0.4863848791263608,*N=P(*)(NCCC)NCCC,0,0,0,6,0,161.189
P372072,0.4861782455905109,*Oc1ccccc1S(=O)(=O)c1ccc(*)cc1,0,2,0,0,0,232.26
P020101,0.4861687094529296,*CC(*)c1ccc(C(=O)CCCCC)cc1,0,1,0,7,0,202.29699999999997
P080099,0.4861244903208814,*Cc1ccc(CSS*)cc1,0,1,0,2,0,168.28600000000003
P174328,0.4860264134223174,*O[Si](*)(C)CCCCCC,0,0,0,7,0,144.29
P010001,0.4857813982462262,*C*,0,0,0,1,0,14.027
P010001,0.4857813982462262,*C*,0,0,0,1,0,14.027
P472134,0.4857690813796321,*O[Si](*)(CCC)c1ccccc1,0,1,0,3,0,164.28
P134429,0.4852874981585308,*C1C(=O)N(c2ccccc2C(=O)OC)C(=O)C1*,1,1,1,3,0,231.20699999999994
P020108,0.4850410531933946,*CC(*)c1ccc(F)cc1,0,1,0,2,0,122.14199999999998
P150101,0.4845571811497962,*CCCCOC(=O)O*,0,0,1,4,0,116.11599999999999
P160007,0.4841506601818575,*CCN(*)C(=O)CC(C)C,0,0,0,6,0,127.18699999999997
P070075,0.4840084359740616,*Oc1cccc(*)c1,0,1,0,0,0,92.097
P100024,0.4838638386348366,*CCCCCCCCCCC(=O)N*,0,0,0,10,0,183.29500000000002
P090339,0.4833130680103032,*Oc1ccc(CC(*)=O)cc1,0,1,0,1,0,134.13400000000001
P482035,0.4827144109198626,*N=P(*)(Oc1ccc(C)cc1)n1cncn1,0,1,0,1,0,220.17200000000003
P380131,0.4827120228689051,*c1ccc(Sc2ccc(S(*)(=O)=O)cc2)cc1,0,2,0,0,0,248.328
P462460,0.4825048238874375,*CCN(*)C(=O)c1ccc(F)cc1,0,1,0,2,0,165.16699999999997
P020009,0.4820482735600864,*CC(*)c1ccccc1COCCCC,0,1,1,7,0,190.28599999999994
P210001,0.4819578717573698,*c1ccc(*)cc1,0,1,0,0,0,76.098
P020014,0.4816441285875734,*CC(*)c1ccccc1C(=O)NC,0,1,0,3,0,161.20399999999998
P070714,0.4812696180423523,*COC(=O)NCc1ccc(CNC(=O)OCc2ccc(*)o2)o1,0,0,2,4,0,306.274
P090517,0.4809212238950132,*Oc1cc(CC)cc(OC(=O)c2cccc(C(*)=O)c2)c1,1,2,1,2,0,268.268
P090510,0.4808224977397916,*Oc1cc(CCCC)cc(OC(=O)c2cccc(C(*)=O)c2)c1,1,2,1,4,0,296.322
P160012,0.4804767622164141,*CCN(*)C(=O)CCCCCCC,0,0,0,9,0,169.26799999999997
P050002,0.4803266853608933,*CC(*)Cl,0,0,0,2,0,62.498999999999995
P100068,0.4802871702226774,*Nc1ccc(-c2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)cc1,0,3,0,0,0,314.344
P030067,0.4787685685032951,*CC(*)Cc1cccc(C)c1,0,1,0,4,0,132.20599999999996
P330049,0.4783668043858895,*/C(Cl)=C(/*)CCCCCCCC,0,0,0,8,0,172.69899999999996
P020177,0.4782379645095803,*CC(*)(C(=O)OC)c1ccccc1,1,1,1,3,0,162.188
P090085,0.4781618408545965,*CC(=O)O*,0,0,0,1,0,58.036
P020059,0.477632722704338,*CC(*)c1ccc(COCCOCC)cc1,0,1,2,7,0,206.28499999999997
P322056,0.4758845010547136,*CC(*)c1ccccc1OC(C)=O,1,1,1,3,0,162.18799999999996
P210006,0.4751632333304625,*CCc1ccc(*)cc1,0,1,0,2,0,104.15199999999997
P470121,0.4749699358282744,*[Si](*)(CCCC)CCCCCC,0,0,0,10,0,170.37199999999999
P210020,0.4744670814860963,*CCc1ccc(*)c(C#N)c1,0,1,0,2,0,129.162
P110068,0.4740051482390239,*CCCCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,0,1,1,6,0,278.308
P050005,0.4735869587377176,*C(F)C(*)(F)F,0,0,0,2,0,82.024
P030148,0.4728868162067496,*CC(*)OC(=O)c1cccc([N+](=O)[O-])c1,1,1,1,2,0,193.15799999999996
P342032,0.4723469609298183,*CC(*)C(=O)OCCCCCCn1c2ccccc2c2ccccc21,1,2,1,8,0,321.4200000000001
P070055,0.4713576946136595,*OC(F)(F)C(*)(F)F,0,0,0,2,0,116.013
P100016,0.4700223321424118,*CCCCCCCCNC(=O)CCCCCCCCC(=O)N*,0,0,0,16,0,310.48199999999997
P100010,0.4700222964663993,*CCCCCCNC(=O)CCCCCCCCCCC(=O)N*,0,0,0,16,0,310.48199999999997
P460064,0.4693367666836014,*Nc1ccc(*)cc1,0,1,0,0,0,91.11299999999999
P020006,0.46918865805646,*CC(*)c1ccccc1COCC,0,1,1,5,0,162.23199999999997
P100087,0.4686901343451338,*CCCCCCNC(=O)c1ccccc1-c1ccccc1C(=O)N*,0,2,0,6,0,322.4080000000001
P040160,0.4686074597874085,*CC(*)C(=O)OCC(C)CC,1,0,1,7,0,142.19799999999998
P040256,0.4672601183517905,*CC(*)(C)C(=O)Oc1ccc(C(=O)OC)cc1,2,1,2,4,0,220.22399999999996
P332027,0.466621926045474,*CC(*)OC(=O)/C=C/c1ccccc1,1,1,1,2,0,174.19899999999998
P322170,0.4665481752813971,*CC(*)c1ccccc1C(F)(F)F,0,1,0,3,0,172.14899999999994
P392542,0.466273069566586,*C(=O)OC1CC(*)N(C(=O)OCc2ccccc2)C1,0,1,2,5,0,247.25
P020028,0.4660608979026864,*CC(*)c1ccccc1C(=O)OCCN(C)C,1,1,1,6,0,219.28399999999993
P040183,0.4659381192580833,*CC(*)C(=O)OCCSCCC#N,1,0,1,6,0,185.24799999999996
P050049,0.4659035779311263,*CCCCCC(Cl)C(*)Cl,0,0,0,7,0,167.079
P040147,0.4658219505069388,*CC(*)C(=O)OCC(CC)CCCC,1,0,1,10,0,184.27899999999994
P030182,0.4649948801967912,*CC(*)P(=O)(Oc1ccccc1)N(C)C,0,1,0,4,0,211.201
P390224,0.4647034451148313,*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Sc2ccc(Cl)cc2)cc1,1,3,1,0,0,382.82400000000007
P360013,0.4645540814925943,*/C(C)=C(/*)CCCCCCC,0,0,0,8,0,138.25400000000002
P044506,0.4637807723876465,*CC(*)(CCC(C)C(=O)OC)C(=O)OC,2,0,2,8,0,200.23399999999995
P462143,0.4635671593629735,*Nc1ccc(N[Se]*)cc1,0,1,0,0,0,185.08800000000002
P070471,0.4635451131892408,*Oc1cccc(S(=O)(=O)c2ccc(*)cc2)c1,0,2,0,0,0,232.26000000000002
P020020,0.4634606432349272,*CC(*)c1ccccc1C(=O)OCCC,1,1,1,5,0,190.24199999999993
P110238,0.4627938500543644,*COC(=O)Nc1ccc(Cc2ccc(NC(=O)OCc3cocc3*)cc2)cc1,0,2,2,3,0,378.3840000000001
P370812,0.4625390662519774,*Oc1ccc(C(C)(C)c2ccc(Oc3cccc(*)n3)cc2)cc1,0,2,1,3,0,303.36100000000005
P150114,0.4622302221846532,*CCCCCOC(=O)O*,0,0,1,5,0,130.143
P100025,0.4615369012691414,*CCCCCCCCCCCC(=O)N*,0,0,0,11,0,197.322
P030110,0.4609860739958146,*CC(*)OC(=O)c1cccc(Br)c1,1,1,1,2,0,227.05699999999996
P370595,0.460676379098172,*Oc1ccc(C(=O)OCCOCCOC(=O)c2ccc(OC(*)=O)cc2)cc1,2,2,4,4,0,372.32900000000006
P070001,0.4606124451818602,*CO*,0,0,0,1,0,30.026
P342365,0.4601278158483733,*CC(*)C(=O)Nc1ccc(Cl)cc1,0,1,0,2,0,181.62199999999999
P020010,0.459721389799812,*CC(*)c1ccccc1COCCCCC,0,1,1,8,0,204.31299999999993
P030092,0.4593820879217706,*CC(*)SC,0,0,0,3,0,74.148
P090465,0.4592331555286971,*OC(C)CCOC(=O)c1ccc(-c2ccc(C(*)=O)cc2)cc1,1,2,1,4,0,296.322
P373432,0.4582397543028411,*CCNC(=O)c1ccccc1O*,0,1,0,2,0,163.17599999999996
P050001,0.4563731718090437,*CC(*)F,0,0,0,2,0,46.044
P090060,0.4561925522663646,*CCOC(=O)c1ccccc1C(=O)O*,1,1,1,2,0,192.16999999999996
P030018,0.4550899773430926,*CC(*)OC,0,0,1,3,0,58.08
P400351,0.4550748832782103,*CCCCCCNC(=O)c1ccc(C(=O)N*)c(Sc2ccccc2)c1,0,2,0,6,0,354.4750000000001
P090144,0.4550386569061208,*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1CCC(C)CC,1,2,1,6,0,324.37600000000015
P200018,0.4537248754641134,*c1ccc(Cc2ccc(S(*)(=O)=O)cc2)cc1,0,2,0,1,0,230.28799999999998
P040288,0.4536934426381852,*CC(*)C(=O)OCCC(C)OC,1,0,2,7,0,158.19699999999997
P100076,0.4525244219669266,*Nc1ccc(Cc2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)cc1,0,3,0,1,0,328.37100000000004
P110071,0.4516782806105534,*CCCCCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,0,1,1,7,0,292.33500000000004
